"evt","SOA","Latency","Offset","evt_num","evt_fin","note"
"DI43",517,28987,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,29503,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,30003,500,51,"sound_NOTNOVEL",NA
"D109",317,30320,317,109,"pic_nn","animal or thing?"
"DI52",183,30503,183,52,NA,"STD1nn or STD1nov"
"DI53",517,31020,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,31537,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN2",500,32037,500,2,"sound_NOVEL",NA
"D122",316,32353,316,122,"pic_novel","animal or thing?"
"DI42",184,32537,184,42,NA,"STD1nn or STD1nov"
"DI43",516,33053,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,33570,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,34070,500,51,"sound_NOTNOVEL",NA
"D103",317,34387,317,103,"pic_nn","animal or thing?"
"DI52",183,34570,183,52,NA,"STD1nn or STD1nov"
"DI53",517,35087,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,35603,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,36103,500,51,"sound_NOTNOVEL",NA
"D128",317,36420,317,128,"pic_nn","animal or thing?"
"DI52",183,36603,183,52,NA,"STD1nn or STD1nov"
"DI53",517,37120,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,37637,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI22",500,38137,500,22,"sound_NOVEL",NA
"D114",316,38453,316,114,"pic_novel","animal or thing?"
"DI42",184,38637,184,42,NA,"STD1nn or STD1nov"
"DI43",516,39153,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,39670,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI32",500,40170,500,32,"sound_NOVEL",NA
"D119",317,40487,317,119,"pic_novel","animal or thing?"
"DI42",183,40670,183,42,NA,"STD1nn or STD1nov"
"DI43",517,41187,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,41703,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,42203,500,51,"sound_NOTNOVEL",NA
"D117",317,42520,317,117,"pic_nn","animal or thing?"
"DI52",183,42703,183,52,NA,"STD1nn or STD1nov"
"DI53",517,43220,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,43737,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI13",500,44237,500,13,"sound_NOVEL",NA
"D125",316,44553,316,125,"pic_novel","animal or thing?"
"DI42",184,44737,184,42,NA,"STD1nn or STD1nov"
"DI43",516,45253,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,45770,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI20",500,46270,500,20,"sound_NOVEL",NA
"D131",317,46587,317,131,"pic_novel","animal or thing?"
"DI42",183,46770,183,42,NA,"STD1nn or STD1nov"
"DI43",517,47287,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,47803,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,48303,500,51,"sound_NOTNOVEL",NA
"D120",317,48620,317,120,"pic_nn","animal or thing?"
"DI52",183,48803,183,52,NA,"STD1nn or STD1nov"
"DI53",517,49320,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,49837,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,50337,500,51,"sound_NOTNOVEL",NA
"D115",316,50653,316,115,"pic_nn","animal or thing?"
"DI52",184,50837,184,52,NA,"STD1nn or STD1nov"
"DI53",516,51353,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,51870,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN1",500,52370,500,1,"sound_NOVEL",NA
"D134",317,52687,317,134,"pic_novel","animal or thing?"
"DI42",183,52870,183,42,NA,"STD1nn or STD1nov"
"DI43",517,53387,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,53903,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI11",500,54403,500,11,"sound_NOVEL",NA
"D129",317,54720,317,129,"pic_novel","animal or thing?"
"DI42",183,54903,183,42,NA,"STD1nn or STD1nov"
"DI43",517,55420,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,55937,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN4",500,56437,500,4,"sound_NOVEL",NA
"D112",316,56753,316,112,"pic_novel","animal or thing?"
"DI42",184,56937,184,42,NA,"STD1nn or STD1nov"
"DI43",516,57453,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,57970,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,58470,500,51,"sound_NOTNOVEL",NA
"D116",317,58787,317,116,"pic_nn","animal or thing?"
"DI52",183,58970,183,52,NA,"STD1nn or STD1nov"
"DI53",517,59487,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,60003,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN9",500,60503,500,9,"sound_NOVEL",NA
"D123",317,60820,317,123,"pic_novel","animal or thing?"
"DI42",183,61003,183,42,NA,"STD1nn or STD1nov"
"DI43",517,61520,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,62037,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,62537,500,51,"sound_NOTNOVEL",NA
"D102",316,62853,316,102,"pic_nn","animal or thing?"
"DI52",184,63037,184,52,NA,"STD1nn or STD1nov"
"DI53",516,63553,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,64069,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,64569,500,51,"sound_NOTNOVEL",NA
"D130",318,64887,318,130,"pic_nn","animal or thing?"
"DI52",182,65069,182,52,NA,"STD1nn or STD1nov"
"DI53",518,65587,518,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,66103,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI26",500,66603,500,26,"sound_NOVEL",NA
"D101",317,66920,317,101,"pic_novel","animal or thing?"
"DI42",183,67103,183,42,NA,"STD1nn or STD1nov"
"DI43",517,67620,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,68137,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,68637,500,51,"sound_NOTNOVEL",NA
"D121",316,68953,316,121,"pic_nn","animal or thing?"
"DI52",184,69137,184,52,NA,"STD1nn or STD1nov"
"DI53",516,69653,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,70170,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI17",500,70670,500,17,"sound_NOVEL",NA
"D116",316,70986,316,116,"pic_novel","animal or thing?"
"DI42",184,71170,184,42,NA,"STD1nn or STD1nov"
"DI43",517,71687,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,72203,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI27",500,72703,500,27,"sound_NOVEL",NA
"D130",317,73020,317,130,"pic_novel","animal or thing?"
"DI42",183,73203,183,42,NA,"STD1nn or STD1nov"
"DI43",517,73720,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,74237,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,74737,500,51,"sound_NOTNOVEL",NA
"D117",316,75053,316,117,"pic_nn","animal or thing?"
"DI52",184,75237,184,52,NA,"STD1nn or STD1nov"
"DI53",516,75753,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,76270,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,76770,500,51,"sound_NOTNOVEL",NA
"D131",316,77086,316,131,"pic_nn","animal or thing?"
"DI52",184,77270,184,52,NA,"STD1nn or STD1nov"
"DI53",517,77787,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,78303,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN3",500,78803,500,3,"sound_NOVEL",NA
"D104",317,79120,317,104,"pic_novel","animal or thing?"
"DI42",183,79303,183,42,NA,"STD1nn or STD1nov"
"DI43",517,79820,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,80337,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,80837,500,51,"sound_NOTNOVEL",NA
"D127",316,81153,316,127,"pic_nn","animal or thing?"
"DI52",184,81337,184,52,NA,"STD1nn or STD1nov"
"DI53",516,81853,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,82370,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,82870,500,51,"sound_NOTNOVEL",NA
"D104",316,83186,316,104,"pic_nn","animal or thing?"
"DI52",184,83370,184,52,NA,"STD1nn or STD1nov"
"DI53",517,83887,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,84403,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI34",500,84903,500,34,"sound_NOVEL",NA
"D113",317,85220,317,113,"pic_novel","animal or thing?"
"DI42",183,85403,183,42,NA,"STD1nn or STD1nov"
"DI43",517,85920,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,86437,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,86937,500,51,"sound_NOTNOVEL",NA
"D124",316,87253,316,124,"pic_nn","animal or thing?"
"DI52",184,87437,184,52,NA,"STD1nn or STD1nov"
"DI53",516,87953,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,88470,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI23",500,88970,500,23,"sound_NOVEL",NA
"D123",316,89286,316,123,"pic_novel","animal or thing?"
"DI42",184,89470,184,42,NA,"STD1nn or STD1nov"
"DI43",517,89987,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,90503,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,91003,500,51,"sound_NOTNOVEL",NA
"D113",317,91320,317,113,"pic_nn","animal or thing?"
"DI52",183,91503,183,52,NA,"STD1nn or STD1nov"
"DI53",517,92020,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,92537,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI33",500,93037,500,33,"sound_NOVEL",NA
"D132",316,93353,316,132,"pic_novel","animal or thing?"
"DI42",184,93537,184,42,NA,"STD1nn or STD1nov"
"DI43",516,94053,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,94570,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,95070,500,51,"sound_NOTNOVEL",NA
"D109",316,95386,316,109,"pic_nn","animal or thing?"
"DI52",184,95570,184,52,NA,"STD1nn or STD1nov"
"DI53",517,96087,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,96603,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,97103,500,51,"sound_NOTNOVEL",NA
"D119",317,97420,317,119,"pic_nn","animal or thing?"
"DI52",183,97603,183,52,NA,"STD1nn or STD1nov"
"DI53",517,98120,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,98637,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,99137,500,51,"sound_NOTNOVEL",NA
"D105",316,99453,316,105,"pic_nn","animal or thing?"
"DI52",184,99637,184,52,NA,"STD1nn or STD1nov"
"DI53",516,100153,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,100670,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,101170,500,51,"sound_NOTNOVEL",NA
"D132",316,101486,316,132,"pic_nn","animal or thing?"
"DI52",184,101670,184,52,NA,"STD1nn or STD1nov"
"DI53",517,102187,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,102703,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI25",500,103203,500,25,"sound_NOVEL",NA
"D129",317,103520,317,129,"pic_novel","animal or thing?"
"DI42",183,103703,183,42,NA,"STD1nn or STD1nov"
"DI43",517,104220,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,104737,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,105237,500,51,"sound_NOTNOVEL",NA
"D110",316,105553,316,110,"pic_nn","animal or thing?"
"DI52",184,105737,184,52,NA,"STD1nn or STD1nov"
"DI53",516,106253,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,106770,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,107270,500,51,"sound_NOTNOVEL",NA
"D101",316,107586,316,101,"pic_nn","animal or thing?"
"DI52",184,107770,184,52,NA,"STD1nn or STD1nov"
"DI53",517,108287,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,108803,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,109303,500,51,"sound_NOTNOVEL",NA
"D108",317,109620,317,108,"pic_nn","animal or thing?"
"DI52",183,109803,183,52,NA,"STD1nn or STD1nov"
"DI53",517,110320,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,110837,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI29",500,111337,500,29,"sound_NOVEL",NA
"D126",316,111653,316,126,"pic_novel","animal or thing?"
"DI42",184,111837,184,42,NA,"STD1nn or STD1nov"
"DI43",516,112353,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,112870,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN5",500,113370,500,5,"sound_NOVEL",NA
"D103",316,113686,316,103,"pic_novel","animal or thing?"
"DI42",184,113870,184,42,NA,"STD1nn or STD1nov"
"DI43",516,114386,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,114903,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI24",500,115403,500,24,"sound_NOVEL",NA
"D105",317,115720,317,105,"pic_novel","animal or thing?"
"DI42",183,115903,183,42,NA,"STD1nn or STD1nov"
"DI43",517,116420,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,116936,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI14",501,117437,501,14,"sound_NOVEL",NA
"D121",316,117753,316,121,"pic_novel","animal or thing?"
"DI42",184,117937,184,42,NA,"STD1nn or STD1nov"
"DI43",516,118453,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,118970,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI15",500,119470,500,15,"sound_NOVEL",NA
"D112",316,119786,316,112,"pic_novel","animal or thing?"
"DI42",184,119970,184,42,NA,"STD1nn or STD1nov"
"DI43",516,120486,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,121003,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI10",500,121503,500,10,"sound_NOVEL",NA
"D111",317,121820,317,111,"pic_novel","animal or thing?"
"DI42",183,122003,183,42,NA,"STD1nn or STD1nov"
"DI43",517,122520,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,123036,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,123536,500,51,"sound_NOTNOVEL",NA
"D118",317,123853,317,118,"pic_nn","animal or thing?"
"DI52",184,124037,184,52,NA,"STD1nn or STD1nov"
"DI53",516,124553,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,125070,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DIN6",500,125570,500,6,"sound_NOVEL",NA
"D118",316,125886,316,118,"pic_novel","animal or thing?"
"DI42",184,126070,184,42,NA,"STD1nn or STD1nov"
"DI43",516,126586,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,127103,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI21",500,127603,500,21,"sound_NOVEL",NA
"D106",317,127920,317,106,"pic_novel","animal or thing?"
"DI42",183,128103,183,42,NA,"STD1nn or STD1nov"
"DI43",517,128620,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,129136,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI30",500,129636,500,30,"sound_NOVEL",NA
"D125",317,129953,317,125,"pic_novel","animal or thing?"
"DI42",184,130137,184,42,NA,"STD1nn or STD1nov"
"DI43",515,130652,515,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",518,131170,518,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,131670,500,51,"sound_NOTNOVEL",NA
"D126",316,131986,316,126,"pic_nn","animal or thing?"
"DI52",184,132170,184,52,NA,"STD1nn or STD1nov"
"DI53",516,132686,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,133203,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,133703,500,51,"sound_NOTNOVEL",NA
"D122",317,134020,317,122,"pic_nn","animal or thing?"
"DI52",183,134203,183,52,NA,"STD1nn or STD1nov"
"DI53",517,134720,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,135236,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,135736,500,51,"sound_NOTNOVEL",NA
"D128",317,136053,317,128,"pic_nn","animal or thing?"
"DI52",183,136236,183,52,NA,"STD1nn or STD1nov"
"DI53",517,136753,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,137270,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,137770,500,51,"sound_NOTNOVEL",NA
"D124",316,138086,316,124,"pic_nn","animal or thing?"
"DI52",184,138270,184,52,NA,"STD1nn or STD1nov"
"DI53",516,138786,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,139303,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI18",500,139803,500,18,"sound_NOVEL",NA
"D102",317,140120,317,102,"pic_novel","animal or thing?"
"DI42",183,140303,183,42,NA,"STD1nn or STD1nov"
"DI43",517,140820,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,141336,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DIN7",500,141836,500,7,"sound_NOVEL",NA
"D107",317,142153,317,107,"pic_novel","animal or thing?"
"DI42",183,142336,183,42,NA,"STD1nn or STD1nov"
"DI43",517,142853,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,143370,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI16",500,143870,500,16,"sound_NOVEL",NA
"D114",316,144186,316,114,"pic_novel","animal or thing?"
"DI42",184,144370,184,42,NA,"STD1nn or STD1nov"
"DI43",516,144886,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,145403,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,145903,500,51,"sound_NOTNOVEL",NA
"D111",317,146220,317,111,"pic_nn","animal or thing?"
"DI52",183,146403,183,52,NA,"STD1nn or STD1nov"
"DI53",517,146920,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,147436,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI19",500,147936,500,19,"sound_NOVEL",NA
"D120",317,148253,317,120,"pic_novel","animal or thing?"
"DI42",183,148436,183,42,NA,"STD1nn or STD1nov"
"DI43",517,148953,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,149470,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,149970,500,51,"sound_NOTNOVEL",NA
"D117",316,150286,316,117,"pic_nn","animal or thing?"
"DI52",184,150470,184,52,NA,"STD1nn or STD1nov"
"DI53",516,150986,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,151503,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,152003,500,51,"sound_NOTNOVEL",NA
"D107",317,152320,317,107,"pic_nn","animal or thing?"
"DI52",183,152503,183,52,NA,"STD1nn or STD1nov"
"DI53",517,153020,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,153536,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,154036,500,51,"sound_NOTNOVEL",NA
"D106",317,154353,317,106,"pic_nn","animal or thing?"
"DI52",183,154536,183,52,NA,"STD1nn or STD1nov"
"DI53",517,155053,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,155570,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,156070,500,51,"sound_NOTNOVEL",NA
"D101",316,156386,316,101,"pic_nn","animal or thing?"
"DI52",184,156570,184,52,NA,"STD1nn or STD1nov"
"DI53",516,157086,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,157603,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI12",500,158103,500,12,"sound_NOVEL",NA
"D105",317,158420,317,105,"pic_novel","animal or thing?"
"DI42",183,158603,183,42,NA,"STD1nn or STD1nov"
"DI43",517,159120,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,159636,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,160136,500,51,"sound_NOTNOVEL",NA
"D108",317,160453,317,108,"pic_nn","animal or thing?"
"DI52",183,160636,183,52,NA,"STD1nn or STD1nov"
"DI53",517,161153,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,161670,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,162170,500,51,"sound_NOTNOVEL",NA
"D119",316,162486,316,119,"pic_nn","animal or thing?"
"DI52",184,162670,184,52,NA,"STD1nn or STD1nov"
"DI53",516,163186,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,163703,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI23",500,164203,500,23,"sound_NOVEL",NA
"D124",317,164520,317,124,"pic_novel","animal or thing?"
"DI42",183,164703,183,42,NA,"STD1nn or STD1nov"
"DI43",517,165220,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",516,165736,516,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,166236,500,51,"sound_NOTNOVEL",NA
"D132",317,166553,317,132,"pic_nn","animal or thing?"
"DI52",183,166736,183,52,NA,"STD1nn or STD1nov"
"DI53",517,167253,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,167770,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI20",500,168270,500,20,"sound_NOVEL",NA
"D110",316,168586,316,110,"pic_novel","animal or thing?"
"DI42",184,168770,184,42,NA,"STD1nn or STD1nov"
"DI43",516,169286,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,169803,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,170303,500,51,"sound_NOTNOVEL",NA
"D105",317,170620,317,105,"pic_nn","animal or thing?"
"DI52",183,170803,183,52,NA,"STD1nn or STD1nov"
"DI53",517,171320,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,171836,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,172336,500,51,"sound_NOTNOVEL",NA
"D122",317,172653,317,122,"pic_nn","animal or thing?"
"DI52",183,172836,183,52,NA,"STD1nn or STD1nov"
"DI53",517,173353,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,173870,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,174370,500,51,"sound_NOTNOVEL",NA
"D112",316,174686,316,112,"pic_nn","animal or thing?"
"DI52",184,174870,184,52,NA,"STD1nn or STD1nov"
"DI53",516,175386,516,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,175903,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,176403,500,51,"sound_NOTNOVEL",NA
"D127",317,176720,317,127,"pic_nn","animal or thing?"
"DI52",183,176903,183,52,NA,"STD1nn or STD1nov"
"DI53",517,177420,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,177936,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,178436,500,51,"sound_NOTNOVEL",NA
"D116",317,178753,317,116,"pic_nn","animal or thing?"
"DI52",183,178936,183,52,NA,"STD1nn or STD1nov"
"DI53",517,179453,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",517,179970,517,54,NA,"STD2nn OR STD2nov repeated twice"
"DI10",500,180470,500,10,"sound_NOVEL",NA
"D111",316,180786,316,111,"pic_novel","animal or thing?"
"DI42",184,180970,184,42,NA,"STD1nn or STD1nov"
"DI43",516,181486,516,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,182003,517,44,NA,"STD2nn OR STD2nov repeated twice"
"DI51",500,182503,500,51,"sound_NOTNOVEL",NA
"D125",317,182820,317,125,"pic_nn","animal or thing?"
"DI52",183,183003,183,52,NA,"STD1nn or STD1nov"
"DI53",517,183520,517,53,NA,"STD2nn OR STD2nov repeated twice"
"DI54",516,184036,516,54,NA,"STD2nn OR STD2nov repeated twice"
"DI16",500,184536,500,16,"sound_NOVEL",NA
"D131",317,184853,317,131,"pic_novel","animal or thing?"
"DI42",183,185036,183,42,NA,"STD1nn or STD1nov"
"DI43",517,185553,517,43,NA,"STD2nn OR STD2nov repeated twice"
"DI44",517,186070,517,44,NA,"STD2nn OR STD2nov repeated twice"
